avg_tempC,year,season
9,1975,late_Nov
7.7,1975,early_Dec
6.5,1975,mid_Dec
5.8,1975,late_Dec
4.8,1975,early_Jan
2.6,1975,mid_Jan
4.5,1975,late_Jan
5.9,1975,early_Feb
2.7,1975,mid_Feb
2.4,1975,late_Feb
6.4,1975,early_Mar
8,1975,mid_Mar
7.8,1975,late_Mar
13.2,1976,early_Nov
14.5,1976,mid_Nov
9.1,1976,late_Nov
9.7,1976,early_Dec
4.8,1976,mid_Dec
4.7,1976,late_Dec
5.4,1976,early_Jan
3.2,1976,mid_Jan
2.7,1976,late_Jan
5,1976,early_Feb
7.5,1976,mid_Feb
7.7,1976,late_Feb
7,1976,early_Mar
9.2,1976,mid_Mar
7.5,1976,late_Mar
13.9,1977,early_Nov
10.2,1977,mid_Nov
6.7,1977,late_Nov
7.4,1977,early_Dec
6.8,1977,mid_Dec
4,1977,late_Dec
2.3,1977,early_Jan
2.7,1977,mid_Jan
2.6,1977,late_Jan
1,1977,early_Feb
1.9,1977,mid_Feb
6.7,1977,late_Feb
6.1,1977,early_Mar
10,1977,mid_Mar
9.9,1977,late_Mar
17,1978,early_Nov
13.9,1978,mid_Nov
9.4,1978,late_Nov
8.2,1978,early_Dec
9.5,1978,mid_Dec
6.6,1978,late_Dec
5.5,1978,early_Jan
5.4,1978,mid_Jan
3.4,1978,late_Jan
3.8,1978,early_Feb
2.6,1978,mid_Feb
4.1,1978,late_Feb
7.6,1978,early_Mar
6,1978,mid_Mar
9.1,1978,late_Mar
12.9,1979,early_Nov
12.6,1979,mid_Nov
9.7,1979,late_Nov
8.6,1979,early_Dec
8.6,1979,mid_Dec
5.4,1979,late_Dec
6.7,1979,early_Jan
3.9,1979,mid_Jan
6.4,1979,late_Jan
5.4,1979,early_Feb
7.7,1979,mid_Feb
9.7,1979,late_Feb
5.8,1979,early_Mar
7,1979,mid_Mar
10.8,1979,late_Mar
16.7,1980,early_Nov
10,1980,mid_Nov
10.9,1980,late_Nov
9.6,1980,early_Dec
7.4,1980,mid_Dec
6.1,1980,late_Dec
5.2,1980,early_Jan
2.8,1980,mid_Jan
4.7,1980,late_Jan
2.1,1980,early_Feb
3.2,1980,mid_Feb
5.3,1980,late_Feb
7.1,1980,early_Mar
6,1980,mid_Mar
8.7,1980,late_Mar
11.8,1981,early_Nov
12.1,1981,mid_Nov
12.7,1981,late_Nov
7.8,1981,early_Dec
5,1981,mid_Dec
2.8,1981,late_Dec
2.8,1981,early_Jan
1.8,1981,mid_Jan
2.5,1981,late_Jan
3.3,1981,early_Feb
6.2,1981,mid_Feb
1.8,1981,late_Feb
5.1,1981,early_Mar
9.7,1981,mid_Mar
10,1981,late_Mar
11.3,1982,early_Nov
9.5,1982,mid_Nov
8,1982,late_Nov
5.5,1982,early_Dec
5.1,1982,mid_Dec
6.9,1982,late_Dec
5,1982,early_Jan
3.5,1982,mid_Jan
2.9,1982,late_Jan
2.6,1982,early_Feb
5.1,1982,mid_Feb
5.4,1982,late_Feb
6.2,1982,early_Mar
10.6,1982,mid_Mar
9.1,1982,late_Mar
15.7,1983,early_Nov
14,1983,mid_Nov
10.6,1983,late_Nov
8.1,1983,early_Dec
6.1,1983,mid_Dec
6.8,1983,late_Dec
5.9,1983,early_Jan
4.2,1983,mid_Jan
4.2,1983,late_Jan
5.5,1983,early_Feb
3.6,1983,mid_Feb
4.4,1983,late_Feb
5.7,1983,early_Mar
7.2,1983,mid_Mar
10.4,1983,late_Mar
13.4,1984,early_Nov
10.9,1984,mid_Nov
8.5,1984,late_Nov
7.4,1984,early_Dec
5.4,1984,mid_Dec
2.8,1984,late_Dec
2.9,1984,early_Jan
2.5,1984,mid_Jan
1.3,1984,late_Jan
0.5,1984,early_Feb
2.3,1984,mid_Feb
4.4,1984,late_Feb
2.9,1984,early_Mar
5.1,1984,mid_Mar
7.1,1984,late_Mar
13.9,1985,early_Nov
13.8,1985,mid_Nov
8.9,1985,late_Nov
8.2,1985,early_Dec
8.8,1985,mid_Dec
3.1,1985,late_Dec
3.6,1985,early_Jan
3.1,1985,mid_Jan
2.7,1985,late_Jan
7.2,1985,early_Feb
5.3,1985,mid_Feb
3.7,1985,late_Feb
7.6,1985,early_Mar
7.9,1985,mid_Mar
9.9,1985,late_Mar
15.3,1986,early_Nov
9.3,1986,mid_Nov
9.4,1986,late_Nov
7.2,1986,early_Dec
3,1986,mid_Dec
6.1,1986,late_Dec
1.7,1986,early_Jan
3.7,1986,mid_Jan
3,1986,late_Jan
1.9,1986,early_Feb
3.3,1986,mid_Feb
2.5,1986,late_Feb
6,1986,early_Mar
8.3,1986,mid_Mar
8.4,1986,late_Mar
12.6,1987,early_Nov
10.8,1987,mid_Nov
9.5,1987,late_Nov
8.3,1987,early_Dec
8.7,1987,mid_Dec
6,1987,late_Dec
6.2,1987,early_Jan
3.6,1987,mid_Jan
4.5,1987,late_Jan
4.7,1987,early_Feb
6.9,1987,mid_Feb
4.1,1987,late_Feb
5.3,1987,early_Mar
8.6,1987,mid_Mar
10.5,1987,late_Mar
13.3,1988,early_Nov
12.6,1988,mid_Nov
10.4,1988,late_Nov
5.2,1988,early_Dec
7.2,1988,mid_Dec
8.3,1988,late_Dec
6.2,1988,early_Jan
5.9,1988,mid_Jan
5.7,1988,late_Jan
3.5,1988,early_Feb
3.2,1988,mid_Feb
5.3,1988,late_Feb
4.8,1988,early_Mar
8.4,1988,mid_Mar
8.6,1988,late_Mar
11.1,1989,early_Nov
10.2,1989,mid_Nov
7.4,1989,late_Nov
6.8,1989,early_Dec
5.3,1989,mid_Dec
5.5,1989,late_Dec
7.7,1989,early_Jan
7.3,1989,mid_Jan
5.5,1989,late_Jan
5.5,1989,early_Feb
6.6,1989,mid_Feb
7.8,1989,late_Feb
7.7,1989,early_Mar
8,1989,mid_Mar
8.9,1989,late_Mar
17,1990,early_Nov
12,1990,mid_Nov
8.7,1990,late_Nov
8.1,1990,early_Dec
6.6,1990,mid_Dec
6.3,1990,late_Dec
5.1,1990,early_Jan
5.7,1990,mid_Jan
2.5,1990,late_Jan
5.3,1990,early_Feb
8.8,1990,mid_Feb
9.9,1990,late_Feb
7.4,1990,early_Mar
9.3,1990,mid_Mar
11.2,1990,late_Mar
15.4,1991,early_Nov
13.7,1991,mid_Nov
12,1991,late_Nov
9.9,1991,early_Dec
7.3,1991,mid_Dec
6.1,1991,late_Dec
5.7,1991,early_Jan
4.7,1991,mid_Jan
4.8,1991,late_Jan
4.3,1991,early_Feb
5.7,1991,mid_Feb
2.7,1991,late_Feb
8.3,1991,early_Mar
8,1991,mid_Mar
11.7,1991,late_Mar
13.5,1992,early_Nov
10.5,1992,mid_Nov
11.4,1992,late_Nov
10.6,1992,early_Dec
7.5,1992,mid_Dec
7.3,1992,late_Dec
7.1,1992,early_Jan
4.6,1992,mid_Jan
6.5,1992,late_Jan
4.5,1992,early_Feb
5,1992,mid_Feb
5.7,1992,late_Feb
8.4,1992,early_Mar
10.5,1992,mid_Mar
10.2,1992,late_Mar
14.2,1993,early_Nov
12.3,1993,mid_Nov
9.1,1993,late_Nov
11.4,1993,early_Dec
6.1,1993,mid_Dec
7,1993,late_Dec
6.6,1993,early_Jan
6.2,1993,mid_Jan
4.7,1993,late_Jan
5.4,1993,early_Feb
6.8,1993,mid_Feb
6,1993,late_Feb
6.5,1993,early_Mar
5.7,1993,mid_Mar
10.3,1993,late_Mar
14.4,1994,early_Nov
16.4,1994,mid_Nov
9.5,1994,late_Nov
9,1994,early_Dec
6.3,1994,mid_Dec
6.2,1994,late_Dec
5.7,1994,early_Jan
5.5,1994,mid_Jan
3.2,1994,late_Jan
5,1994,early_Feb
4.3,1994,mid_Feb
4.6,1994,late_Feb
6.6,1994,early_Mar
6.5,1994,mid_Mar
8.1,1994,late_Mar
15.1,1995,early_Nov
14.8,1995,mid_Nov
9.5,1995,late_Nov
9.7,1995,early_Dec
6.4,1995,mid_Dec
7.1,1995,late_Dec
5.5,1995,early_Jan
3.4,1995,mid_Jan
4.8,1995,late_Jan
3.9,1995,early_Feb
5.4,1995,mid_Feb
5.3,1995,late_Feb
6.2,1995,early_Mar
8.6,1995,mid_Mar
10.8,1995,late_Mar
11.8,1996,early_Nov
10.9,1996,mid_Nov
8.1,1996,late_Nov
6,1996,early_Dec
6.6,1996,mid_Dec
3.6,1996,late_Dec
4.6,1996,early_Jan
6.4,1996,mid_Jan
3.2,1996,late_Jan
1.8,1996,early_Feb
5.3,1996,mid_Feb
4.3,1996,late_Feb
4.7,1996,early_Mar
7.3,1996,mid_Mar
10.7,1996,late_Mar
16.6,1997,early_Nov
10.4,1997,mid_Nov
10,1997,late_Nov
5.9,1997,early_Dec
8.9,1997,mid_Dec
6.5,1997,late_Dec
5.1,1997,early_Jan
5.7,1997,mid_Jan
3.2,1997,late_Jan
4.4,1997,early_Feb
4,1997,mid_Feb
5.8,1997,late_Feb
8.7,1997,early_Mar
9.6,1997,mid_Mar
9.7,1997,late_Mar
11.6,1998,early_Nov
13.8,1998,mid_Nov
13.9,1998,late_Nov
8.6,1998,early_Dec
7.5,1998,mid_Dec
7.7,1998,late_Dec
5.3,1998,early_Jan
5.9,1998,mid_Jan
3.6,1998,late_Jan
3.9,1998,early_Feb
8.5,1998,mid_Feb
9.1,1998,late_Feb
8,1998,early_Mar
9,1998,mid_Mar
11.7,1998,late_Mar
15.8,1999,early_Nov
12,1999,mid_Nov
9.7,1999,late_Nov
9.7,1999,early_Dec
8.2,1999,mid_Dec
7.2,1999,late_Dec
4.6,1999,early_Jan
5.2,1999,mid_Jan
5.4,1999,late_Jan
3.8,1999,early_Feb
4.4,1999,mid_Feb
6.1,1999,late_Feb
9.2,1999,early_Mar
11.4,1999,mid_Mar
9.2,1999,late_Mar
14.3,2000,early_Nov
12.9,2000,mid_Nov
10.8,2000,late_Nov
8.9,2000,early_Dec
6.8,2000,mid_Dec
5.3,2000,late_Dec
7.9,2000,early_Jan
7,2000,mid_Jan
3.3,2000,late_Jan
4,2000,early_Feb
4,2000,mid_Feb
2.7,2000,late_Feb
6.5,2000,early_Mar
6.8,2000,mid_Mar
9,2000,late_Mar
16.4,2001,early_Nov
13.1,2001,mid_Nov
10.4,2001,late_Nov
8.4,2001,early_Dec
7.7,2001,mid_Dec
5.6,2001,late_Dec
4.9,2001,early_Jan
2.1,2001,mid_Jan
4.6,2001,late_Jan
4.6,2001,early_Feb
4.4,2001,mid_Feb
7.3,2001,late_Feb
5.8,2001,early_Mar
8.3,2001,mid_Mar
11.3,2001,late_Mar
13.5,2002,early_Nov
10.7,2002,mid_Nov
10.1,2002,late_Nov
8.6,2002,early_Dec
6.1,2002,mid_Dec
5.1,2002,late_Dec
4.2,2002,early_Jan
8.2,2002,mid_Jan
5,2002,late_Jan
5.7,2002,early_Feb
4.2,2002,mid_Feb
8.9,2002,late_Feb
7.8,2002,early_Mar
11.8,2002,mid_Mar
11.2,2002,late_Mar
9.7,2003,early_Nov
9.8,2003,mid_Nov
9.1,2003,late_Nov
9.3,2003,early_Dec
6.1,2003,mid_Dec
5.6,2003,late_Dec
3.2,2003,early_Jan
4.6,2003,mid_Jan
3.8,2003,late_Jan
5.1,2003,early_Feb
5.6,2003,mid_Feb
5.8,2003,late_Feb
5.5,2003,early_Mar
6.1,2003,mid_Mar
10.2,2003,late_Mar
17.1,2004,early_Nov
13.4,2004,mid_Nov
12.8,2004,late_Nov
9.9,2004,early_Dec
6,2004,mid_Dec
5.9,2004,late_Dec
5.7,2004,early_Jan
4.3,2004,mid_Jan
3.1,2004,late_Jan
4.4,2004,early_Feb
6.5,2004,mid_Feb
8.7,2004,late_Feb
5.7,2004,early_Mar
10.5,2004,mid_Mar
10.9,2004,late_Mar
15.8,2005,early_Nov
13.4,2005,mid_Nov
11.4,2005,late_Nov
10.8,2005,early_Dec
9.5,2005,mid_Dec
5.9,2005,late_Dec
4.1,2005,early_Jan
4.6,2005,mid_Jan
4.9,2005,late_Jan
4.2,2005,early_Feb
5.8,2005,mid_Feb
4.5,2005,late_Feb
6.7,2005,early_Mar
7.1,2005,mid_Mar
9.2,2005,late_Mar
15,2006,early_Nov
10.6,2006,mid_Nov
9.9,2006,late_Nov
5.9,2006,early_Dec
3,2006,mid_Dec
2.9,2006,late_Dec
2.8,2006,early_Jan
5.5,2006,mid_Jan
3.8,2006,late_Jan
3.5,2006,early_Feb
5.8,2006,mid_Feb
7.6,2006,late_Feb
7.6,2006,early_Mar
6.7,2006,mid_Mar
8.2,2006,late_Mar
15.5,2007,early_Nov
11.7,2007,mid_Nov
12.5,2007,late_Nov
7.9,2007,early_Dec
7.6,2007,mid_Dec
7.3,2007,late_Dec
5.7,2007,early_Jan
5.6,2007,mid_Jan
6.1,2007,late_Jan
6.8,2007,early_Feb
7.1,2007,mid_Feb
8.2,2007,late_Feb
8.8,2007,early_Mar
5.2,2007,mid_Mar
11.5,2007,late_Mar
15.2,2008,early_Nov
11.2,2008,mid_Nov
9.8,2008,late_Nov
7.9,2008,early_Dec
7.5,2008,mid_Dec
7.8,2008,late_Dec
5.9,2008,early_Jan
4.5,2008,mid_Jan
3.7,2008,late_Jan
3.3,2008,early_Feb
3.3,2008,mid_Feb
4.2,2008,late_Feb
6.2,2008,early_Mar
11.6,2008,mid_Mar
10.8,2008,late_Mar
14.6,2009,early_Nov
11.9,2009,mid_Nov
9.3,2009,late_Nov
8.2,2009,early_Dec
8.6,2009,mid_Dec
6.2,2009,late_Dec
5.2,2009,early_Jan
3.9,2009,mid_Jan
6.4,2009,late_Jan
5.6,2009,early_Feb
7.2,2009,mid_Feb
7.5,2009,late_Feb
8.2,2009,early_Mar
9.9,2009,mid_Mar
8.3,2009,late_Mar
14.2,2010,early_Nov
12.3,2010,mid_Nov
10.5,2010,late_Nov
9.3,2010,early_Dec
6.7,2010,mid_Dec
5.8,2010,late_Dec
4.4,2010,early_Jan
4.2,2010,mid_Jan
5.5,2010,late_Jan
5.2,2010,early_Feb
4.7,2010,mid_Feb
11.3,2010,late_Feb
8.5,2010,early_Mar
9.9,2010,mid_Mar
7.3,2010,late_Mar
13.1,2011,early_Nov
11.4,2011,mid_Nov
10.8,2011,late_Nov
9.8,2011,early_Dec
7.4,2011,mid_Dec
5.5,2011,late_Dec
3.2,2011,early_Jan
2.6,2011,mid_Jan
2.7,2011,late_Jan
5.6,2011,early_Feb
4.3,2011,mid_Feb
9.8,2011,late_Feb
5.1,2011,early_Mar
7.9,2011,mid_Mar
7.3,2011,late_Mar
17.1,2012,early_Nov
14,2012,mid_Nov
10.3,2012,late_Nov
9.5,2012,early_Dec
6.2,2012,mid_Dec
4.2,2012,late_Dec
4.3,2012,early_Jan
4.8,2012,mid_Jan
3.4,2012,late_Jan
3.3,2012,early_Feb
3.2,2012,mid_Feb
6,2012,late_Feb
9.2,2012,early_Mar
6.7,2012,mid_Mar
8.8,2012,late_Mar
13.3,2013,early_Nov
11,2013,mid_Nov
9.2,2013,late_Nov
5.1,2013,early_Dec
6.2,2013,mid_Dec
5,2013,late_Dec
3.2,2013,early_Jan
4,2013,mid_Jan
4.4,2013,late_Jan
5.6,2013,early_Feb
3.5,2013,mid_Feb
4.4,2013,late_Feb
8.6,2013,early_Mar
10.3,2013,mid_Mar
10.1,2013,late_Mar
15.2,2014,early_Nov
10.4,2014,mid_Nov
9,2014,late_Nov
8.5,2014,early_Dec
5.8,2014,mid_Dec
4.7,2014,late_Dec
4.7,2014,early_Jan
3.3,2014,mid_Jan
5.3,2014,late_Jan
5.1,2014,early_Feb
3.6,2014,mid_Feb
6.9,2014,late_Feb
5.6,2014,early_Mar
9.2,2014,mid_Mar
11.9,2014,late_Mar
15.3,2015,early_Nov
10.9,2015,mid_Nov
13.2,2015,late_Nov
6.5,2015,early_Dec
4.6,2015,mid_Dec
5.6,2015,late_Dec
3.8,2015,early_Jan
5.1,2015,mid_Jan
5.7,2015,late_Jan
3.8,2015,early_Feb
5.1,2015,mid_Feb
8.5,2015,late_Feb
7.2,2015,early_Mar
10.1,2015,mid_Mar
10.8,2015,late_Mar
16.2,2016,early_Nov
15.7,2016,mid_Nov
11.5,2016,late_Nov
9.9,2016,early_Dec
9.7,2016,mid_Dec
7.5,2016,late_Dec
7.6,2016,early_Jan
5,2016,mid_Jan
4.5,2016,late_Jan
4.9,2016,early_Feb
7.9,2016,mid_Feb
6.4,2016,late_Feb
10.4,2016,early_Mar
9.2,2016,mid_Mar
10.2,2016,late_Mar
12.1,2017,early_Nov
14.1,2017,mid_Nov
11.3,2017,late_Nov
9.9,2017,early_Dec
6.9,2017,mid_Dec
7.7,2017,late_Dec
6.9,2017,early_Jan
3.5,2017,mid_Jan
4.1,2017,late_Jan
4.6,2017,early_Feb
5.1,2017,mid_Feb
5.7,2017,late_Feb
7.2,2017,early_Mar
8.1,2017,mid_Mar
9.1,2017,late_Mar
14,2018,early_Nov
10.1,2018,mid_Nov
9.6,2018,late_Nov
6.6,2018,early_Dec
4.7,2018,mid_Dec
5.4,2018,late_Dec
4.7,2018,early_Jan
5,2018,mid_Jan
2.2,2018,late_Jan
2.5,2018,early_Feb
4.3,2018,mid_Feb
7,2018,late_Feb
9.4,2018,early_Mar
11,2018,mid_Mar
12.3,2018,late_Mar
16.1,2019,early_Nov
13.4,2019,mid_Nov
11,2019,late_Nov
11.1,2019,early_Dec
7.1,2019,mid_Dec
6.6,2019,late_Dec
5,2019,early_Jan
5.6,2019,mid_Jan
4.7,2019,late_Jan
6.4,2019,early_Feb
6,2019,mid_Feb
8.8,2019,late_Feb
9.1,2019,early_Mar
8.7,2019,mid_Mar
10.9,2019,late_Mar
14.4,2020,early_Nov
12.8,2020,mid_Nov
11.6,2020,late_Nov
8,2020,early_Dec
9.1,2020,mid_Dec
7.9,2020,late_Dec
7.1,2020,early_Jan
6.8,2020,mid_Jan
8.6,2020,late_Jan
4.7,2020,early_Feb
8.5,2020,mid_Feb
7.6,2020,late_Feb
9.9,2020,early_Mar
9.9,2020,mid_Mar
11.9,2020,late_Mar
13.9,2021,early_Nov
15.2,2021,mid_Nov
11.8,2021,late_Nov
9.4,2021,early_Dec
6.3,2021,mid_Dec
6,2021,late_Dec
2.9,2021,early_Jan
4.7,2021,mid_Jan
7.5,2021,late_Jan
6.5,2021,early_Feb
8.2,2021,mid_Feb
8.7,2021,late_Feb
9.7,2021,early_Mar
11.3,2021,mid_Mar
13.5,2021,late_Mar
